Comment,Predicted Label
مرغ داخل سالاد بسیار بدطعم اصلا قابل خوردن نبود بقیه سفارش خوب,1.0
بسیار زمان تحویل مناسب,0.0
داغ رسید خوشمزه پیک هم ممنونم بابت تحویل مناسب,0.0
غذا یخ کرده سیب زمینی ماسیده,1.0
اولین تجربه خرید سوپر مارکت اسنپ فود بسیار عالی اینکه زمان اعلام شده بسیار سریعتر دستم رسید,0.0
عالی نونها بسته بندی شده کات شده ولرم رسید,0.0
شیرینی فروشی واقعا انتظار نمیره شیرینی تهش سوخترو بفرسته,1.0
ویفر شوکو پای داخل سفارش نبود بسته بندی سفارش بسیار نامناسب,1.0
لازانیا افتضاح پیتزا هم زیر متوسط,1.0
گوشتها یکی یدونه اندازه مشت بخاطر بزرگ بودن اصلا نپخته شبیه استیک شده زحمت خورد کردم ندادن بخودشون,1.0
کیفیت غذا خب وداغ زود رسیدممنون,0.0
خداییش همیشه راضی کنندس من تعجب میکنم پودراشون ازین درشتا خیلی طردن شاید سریقهای باشه تفاوت خاص عجیبی نداره براری ایجاد کنه یه کیفیت خوب دایمی داره خیال ادمو راحت میکنه خواهشا راه داره یه اپنبذارین جای پودر معمولی ازین پودردرشتا استفاده کنین,0.0
مرغ تقریبا سوخته مخلفات هم همینطور,1.0
دوگرم گوشت ریش شده ریخته شده حجم فراوان پنیری فقط حرا ت دیده ذوب شده اصلا خوب نبود فقط سریع آوردن گرم,0.0
دستتون درد نکنه خیلی عالی حجم بسته بندی خوب تحویل موقع تشکر,0.0
غذاها خیلی سرد پیتزاها همگی کامل نپخته بودند باید بیشتر پخت میشد مواد داخلش هنوز خام پنیر کامل آب نشده فیله استریپس هم خیلی تند,1.0
کیفیتتون عالیه من اولین بار ازتون خرید میکردم بسیار راضی بودم,0.0
قیمت غذا رو ببرین بالا بجاش گوشت بیشتر بریزین آخه یه تیکه گوشت انداختین نمیشه خورد,1.0
نسبت قیمتش خیلی حجمش خیلی کم,0.0
شیرینی بسیار بی کیفیت کهنه متاسفانه فرهنگ مشتری صورت لاین جنس تهیه میکند بی کیفیتترین جنس ارسال میکنند فروشندهها نهادینه شده لطفا رسیدگی,1.0
جوجه کباب اصلا خوب نپخته هیچ مزهای نداشت کمی هم بوی ضخم مرغ میداد اصلا راضی نبودم,1.0
عرض سلام احترام برگر بسیار سرد خام سیب زمینی بسیار کهنه سفت کاملا مشخص تازه نبودو دوباره گرم شده توجه مبلغ غذاها انتظار بیشتری رستوران البته گذشته بسیار کیفیتها بالاتر بودند همین دلیل بعد انتقال محل کارم خیابان عاطفی شرقی سئول هنوز ترجیح میدهم خوردن برگر خوب رستوران برگراتور انتخاب کنم امیدورام پیشنهادات رسیدگی مانند گذشته بهترین برگرها رو رستوران داشته باشیم,1.0
عالی دستتون درد نکنه,0.0
بادام شخصا دوست نداشتم بیش حد شیرین,1.0
کیفیت غذا عالی حجم غذا عالی پیک شدت محترم ادب خلاصه چیز عالی,0.0
بسیار عالی بموقع رسید فیلهها خیلی خوب طعم دار شده بودند سیب زمینیها عالی بودن ترد برشته سالاد کلم هم تازه خلاصه کارتون رو بلدید ممنون توجه گرون شدن مواد اولیه مثل سیب زمینی جزو معدود جاهایی هستن کیفیت کمیت شون کم نشده حتی بهتر هم شده دستتون درد نکنه خدا برکت بده کسب کارتون,0.0
راضی بودیم خیلی هم زود اومد,0.0
عالی فقط اشپل خوب نبود,0.0
افتضاح برداشتن هرچی تو مغازه بوده کسی انتخاب نمیکرده رو فرستادن شیرینی دانمارکی فرستادن ساندویج,1.0
سس سالاد برگرلند ریخته داخل نایلون بسته بندیها کثیف پاره شده,1.0
بابت غذای خوبتون سپاسگذارم مرسی ازتون استیکر اشتباه نارضایتی خورد پیکم واقعا عالی مودب سوپمم خیلی خوشمزه,0.0
شیرینیها کاملا وا رفته خامهها اب شده شیرینیتر رو ماشین کولر دار حمل کنند اینطوری نشه,1.0
سفارشات من دقیق سریع بدستم رسید متشکرم,0.0
سلام وقت بخیر راضی نبودم چون خیلی سرخشده خشک شده طوری رنگش سیاهی میزد سیب زمینیم طلایی قهوای میزد,1.0
تاخیر یکساعته غذای سرد غیرقابل مصرف,1.0
لحاظ کیفیت ک بد سرد بی مزه سسهای بی طعم قیمت بالا کیفیت خیلی خیلی پایین زیر سالاد هم یه نون خمیر مانند گذاشتن ک قابل خوردن فقط برکت خدا رو باید ریخت دور,1.0
اولین آخرین بار مرغ تازه سوپر مارکت سفارش میدهم امروز ۲ اسفند تاریخ مرغ ۲۹ بهمن,1.0
واقعا بد پیتزاش حد ۵تومنیه,1.0
ایس پک خوب دلیل اینکه روی بستنی سنتی اسپره خامه زده بودن نمیدونم,1.0
تزیینات رویه کیک مانند بادام بلو بری حمل نقل شدت هم ریخته,1.0
بسیار خوشمزه تنها برگرهایی رو دارین من یاده مک دونالد میندازه,0.0
گرم قطعات سفتی داخل آبمیوه,0.0
خیلی کهنه بوداصلا تازه نبود,1.0
زرشک پلو مرغ خیلی بد خیلی,1.0
بهترین سوپرمارکت محله کادری بسیار مودب وبا اخلاق,0.0
بسته تخم مرغ ١٥ عددی جای بسته ٢٠ عددی,1.0
من قبلا لقمه گرفته بودم خوب ولی برگ واقعا خشک مزه خاصی نداشت ساعتم طول کشید دستم برسه,1.0
حجم غذا بسیار کم سرده سرد حیف پول آخرین باره اینجا خرید میکنم,1.0
فقط تاخیر وگرنه غذا خوب,0.0
وقتی پیتزا رسید کاملا وا رفته اصلا کیفیت ظاهر خوبی نداشت,1.0
نسبت سریهای پیش حجم ساندویچ کمتر شده اصلا سیر نکرد,1.0
بنده اولین استفاده کنندههای اسنپ فود چه سوپر مارکت متاسفانه فقط یکی چه رستورانها هستم بعد یکسال استفاده امروز اتفاقی غیرمنتظره آدرس دور اعلام کرد بعد تماس راهنمایی فروشگاه تایید اسنپ فود نشانی عوض کردم سفارش دادم وقتی زنگ زدم سوپر مارکت گفتم حدود ۴۵۰ هزار تومان سفارش دادم لطفا آدرس اصلی بفرستید گفتند نمیفرستیم گفتم من گفتی سفارش بده گفتند نه اسنپ فود سفارش دادی نمیتوانیم بفرستیم مستقیم باید سفارش میدادی بعد چند بار تماس اسنپ فود بالاخره ارسال ولی برخورد فروشگاه خیلی ناپن زشت عرض دقیقه پس خرید قطعی حرف خودش پس گرفت گفت نه البته طول یکسال خرید فروشگاه بعضا اشکالاتی ارسال اقلام تعامل حل ولی بار برخورد زشتی اینجا ثبت میکنم شاید تجدید نظری رفتارشان کنند مشتریان هم دقت کنند روی قول هایی داده میشود اسنپ فود مشکل حل ارسال کردند ممنونم,1.0
باقلوا خیلی عالی رفتار پیک خوب نبود بسته رو جلو کوچه تحویل دادن حاضر نشدن آسانسور بیارن بالا,0.0
غذا گرم سریع بدستم رسید سپاس,0.0
غذاها خیلی خوشمزه ولی پیک خییییلیییییی بی ادب زنگ زده عصبانی چقدر دیگه بیام برسم بعدم گوشیو قطع میکنه انگار وظیفه داشتیم بیاییم دنبال آقا,0.0
سلام ببینید من انتقاد جدی ای وارد میکنم بی سلیقگیتون میتونستید بخشهای مختلفش رو توی ظرفهای کوچیک نهایت تو یه باکس بذارید ظاهرش رو خیلی زیبا کنید ولی چی توی ی کاسهی دار پلاستیکی مواد نرم غیر قابل تشخیص هم شده بودن نمیشد فهمید همهی چیزهای گفته شده داخلش نه تازه قرار نارنج هم باشه نبود خلاصه اصلا جالب نبود خوب واسه مهمون نمیخواستم,1.0
بسیار سرد تحویل دیر بوی نامطبوع خدانگهدار باگت تهرانپارس,1.0
نون پرکنجدش واقعا عالیه و۵امتیازحقشه,0.0
عالی خوشمزه سالم,0.0
اجناس طبق سفارشم خیلی بموقع بدستم رسید اسنپ فود مدیریت سوپر مارکت سردارجنگل تشکر میکنم,0.0
ناپلئونی خیلی خوب ولی انگار جعبه تکون خورده یه کم شیرینیها هم خورده بودن,0.0
سه تیکه سینه مرغ,1.0
فوق العاده عالی تازه,0.0
خوب پخته شده خوشمزه غذا مخلفات سالاد قاشق چنگال دستمال خلال دندان صورت بهداشتی بستهبندی شده موقع صورت رایگان رسید من خیلی راضی بودم,0.0
خسته نباشید حوب چیز فقط خیارشورهای ساندویچ یه مزهای میدادن کلا کهنه بودن چون خیلی تاثیر میذاشت روی مزه ساندویچ خیلی ممنون,0.0
متاسفانه نه قارچى نه پنیرى فلافل هم نظر میومد سیب زمینى باشه کاملا ناراضى پشیمونم خریدم متاسفم براى رستوران,1.0
روغن حیوانی من دوست نداشتم,1.0
سلام من لقمه دوسیخ سفارش دادم لقمه تک سیخ آوردن شماره رستوران هم ندارم لطفا پیگیری بشه,1.0
من خصوص شیرینی دانمارکی انتظار داشتم تنوع مدل دانمارکی استفاده همچنین انواع متداول نه نوع خاص شیرینی دانمارکی کرمدار,1.0
سلام ممنونم ولی بجای نان خامهای اشتباه شیرینی ناپلئونی فرستاده بودید,1.0
تشکر مثل همیشه چیز عالی,0.0
فقط خمیر پنیر,1.0
سلام کیفیت غذاتون واقعا عالیه تشکر میکنم دوتا مطلب یکی اینکه لطفا درب غذاها رو ببندید چون ریخته داخل پاکت دوم اینکه ممنون میشم توضیحات توجه کنید حال انقدر کیفیت بالا ذرهای نمیشه ایراد گرفت,0.0
تکههای ران خام طعم خوبی نداشت,1.0
دمشون گرم کاری غذا سرویس غیره ندارم مجموعا خوب وراضی کتنده ولی حرکت زیبائی امرور اتفاق افتاد یه بسته کوچک گندم ارزن داخل بسته رپش نوشته شده سهم همسایههای پشت پنجره ممنونم,0.0
بدترین سوپر مارکتی ازش خرید کردم چیز اشتباه فرستاده متاسفانه بدون هماهنگی چی خودش فرستاد جای شیر کم چرب شیر پرچرب فرستاد ماست کم چرب هم نداشت بدون هماهنگی پرچرب کاله فرستاد دلستر لیمو خواستم استوایی فرستاد هیچی هم هماهنگ نکردن,1.0
اندازه وجب بودیک دست معمولی نه بزرگ,1.0
سفارش بنده اشتباه ارسال شده ناپلونی رو بجای لطیفه ارسال کردند,1.0
تکههای مرغ شدت کوچک شده پرپروک انتظار همچین کم فروشی نمیرفت,1.0
برعکس بیشتر غذاهای رستوران خوب قیمه پلو تهدیگی اصلا خوب نبود تو خورشت فقط تکه گوشت کلا انتظار نداشتم اینو,1.0
کیفیت پیتزا بسیار عالیییی,0.0
من مشتری همیشگی هستم همیشه خیلی راضی بودم ولی جدیدا کیفیت خیلی افت کرده قارچ سرد خام پنیر تیکهای هنوز اب نشده لای ساندویچ رست بیف واقعا نا امیدم کرد,1.0
پیک مال خود رستوران سفارش ١ ساعت نیمه رسید یعنی ضعف رستورانی اسم گندهی رفتاری,1.0
عالی فقط پیتزا مارگاریتا سرد,0.0
کیفیت متوسط نه عالی حتی خوب,0.0
مثل همیشه درجه,0.0
تشکر ارسال هنگام مناسب,0.0
آش خوشمزه ممنون همچیش اندازه واقعا چسبید,0.0
فیله واقعا سفت نپخته,1.0
طعم ماهی عالی نبود بدم نبود روغنشو زیاد نگرفته بودن,0.0
برگر بی کیفیت نون کهنه گوشت زیادی نرم اصلا راضی نبودم,1.0
گوشت روى پیتزا استیک کاملا مانده بو طعم بد,1.0
بسیار خوشمزه ترد عالی,0.0
زبان خشک بی کیفیت کهنه,1.0
سلام نه چیز کیک برگر نه مرغ بریان اصلا خوب نبود اصلا,1.0
کیفیت غذا شون ۲۰هستش من مشتری شدم کیفیت ۲۰ ۲۰,0.0
خوشمزه ولی اصلاشبیه شکلی ازش گذاشتن نبود,0.0
همون فرنچ فرایز همیشگی نبود هم سیب زمینیها بزرگ خرد سرخ شده هم پودری زده بودند اصلا دوست نداشتم,1.0
نون کیک کاکائویی خیلی واضح طعم سوختگی میداد,1.0
غذا کاملا سرد ماسیده,1.0
نان هات داگ خیلی کهنه اصلا مزه خوبی نداشت,1.0
بدترین غذای روزی زمین نون بیات کیفیت غذا فوق العاده بد,1.0
بعد ساعت ربع غذای کاملا سرد بی کیفیت ارسال,1.0
واقعا دیگه نمیدونم چه جوری باید بگیم سفارشمون طبق چیزی ثبت کردیم توی توضیحات نوشتیم برامون بفرستن اینکه توی توضیحات گفتم حتما مرغم فقط ران باشه بازم سینه فرستادن ناگت مرغ مثلا غذای کودک هم بی کیفیتترین ناگتی تاحالا دیده بودم اسباب بازی هم بهتره نگم جای لگو نینجا توی عکس دوتا عروسک ۴سانتی پلاستیکی حیوون فرستادن بخاطر گرسنگی بچه هام نبود حتما غذارو پس میفرستادم,1.0
جای اسنایپر شکلاتی چرا نارگیل فرستادن لطفا اگه محصولی موجود جایگزین نذارین,1.0
نانها تازه خوشمزه ممنون,0.0
طعم غذا خیلی خوب دورچین هم بسیار عالی ممنون رستوران کیفیت,0.0
ممنون لاریسا البته پای سیب تمام شده دانمارکی جایگزین هماهنگی تازهی تازه موقع ارسال,0.0
خیلی غذا سرد بوووووود اصلا نتونستم بخورم,1.0
بسیار سریع خوش برخورد,0.0
خیلی خیلی طول کشید غذا رسید,0.0
سفارشهای تازه عالی بودند زمان تحویل هم بسیار کوتاه مناسب,0.0
یعنی چی من پیتزا خواستم خمیر برخورد زشت اسنپ اکسپرس کنار پیتزا برعکس گذاشته بودن تو باکسشون پیتزا فوق العاده بی کیفیت شده چه وضعشه اخه,1.0
اولا غذا تاخیر بسیار بالا تحویل دوما غذا لوبیا پلو تحویل صورتی سفارش چلو کباب لقمه سوما بعد تماس پشتیبانی افراد پاسخگو عوض جبران موضوع اعلام میکنند امکان استفاده غذایی اشتباه ارسال شدهاست مقدور مقدور استفاده کنید,1.0
من عاشق سیب زمینی ام بخاطر کار زیاد اشتهای کمم مجبورم غذاهایی سفارش میدم رو تو دو وعده بخورم غذاهه هم بعد گرم شدن جالب نمیشه ولی پوتین آلفردو چیز فرایز هم خوشمزه س هم منه کم اشتها یه وعده کافی خوبه,0.0
سفارشها کاملا سرد خمیر پیتزا خشکو بیات,1.0
خیلی ممنون واقعا خوش طعمه پیتزاتون,0.0
کرایه حمل خیلی زیاد مجبور نبودم سفارش نمیدادم,1.0
سالم موقع رسید ممنون اسنپ فود ولی کاملا تفاوت ظاهر کیک پشیمونم سفارشم,0.0
خیلی سریع آوردن مرسی,0.0
بدترین ساندویچی حالا خوردم,1.0
مثل دفعهی قبلی عالی سوشی عالی,0.0
طعم دارچین پودر سوخاری فیله سوخاری رو دوست نداشتیم کاش مثل قبلا خمیر پیتزا سس طعم زیره میزدید موفق باشید,0.0
مرغ واقعا خام بسیار چرب اصلا نمیشد خورد سیب زمینیشم خیلی کم شاید ۱۰ دونه هم نمیشد میشمردی,1.0
یه مزه خیلی بدی کاش نمیخریدم درسته انداختیم دور,1.0
برنج خوب خوش طعم مرغ اندازه کافی پخته فقط طعم مورد علاقه من نبود اونهم سلیقهای حجم غذا هم خوب ممنون بابت حفظ کیفیت,0.0
کیفیت پیتزا واقعا بالاست امیدوارم همینطوری ادامه بدید پیک هم سریع اومد غذا داغ,0.0
مدیریت خوب سوپر مارکت تشکر میکنم,0.0
توی زندگیم پیتزا خوشمزگی نخورده بودم واقعا عالی قیمتش میارزه,0.0
برنج شفته کباب پیازش خیلی خشک,1.0
مغز هسته زردآلو شدت مانده کهنه طعم خوبی نداشت,1.0
بنظر اول حجمش کم میاد شدت ادمو میگیره طوری من نهارم نخوردم,1.0
همبرگر خیارشور کم پیتزا خوب ولی کا سیب خیلی معمولی شده,0.0
پیک واقعا خوب,0.0
جرات میتونم بگم یکی خوشمزهترین پیتزاهایی تو عمرم خوردم عاااالی کمتر ۳۰ دقیقه دستم رسید اینکه پیک هم کاملن بهداشتی دستکش ماسک غذا رو اورد من خودم پیتزا رو کیفش برداشتم اینکه خود رستوران هم زنگ زدن مطمئن شن چیز رعایت کامل اصول بهداشت تهویل داده شده,0.0
خوب ولی باتوجه باقی نظرا یکم بیشتر کبابش انتظار داشتم سالاد باقی مخلفاتشم خوب کل رضایت داشتم,0.0
اصلا کوبیده خوبی نبود لحاظ بهداشتی بودن تمیز چرب نبودن اوکیه ولی طعم یه کوبیده واقعی رو نمیداد مخلفات هم یه گوجه کامل نه خیارشور نه سبزیجات تهدیگم,1.0
بیشتر مزه کلم کاهو میداد گوشت,1.0
وواقعا تو عکس خیلی بزرگتره ولی متاسفانه عین اون,1.0
بسیار راضی بودم لذت بردیم دفعهی قبل بد دفعه خوب ممنونم,0.0
قیمت فوق العاده بالا غذا فوق العاده سرد دوتا ساندویچ نوشابه شیشهای ۷۶ هزار تومان پرداخت کردم مرغوبترین کالباس هم توش کار رفته باشه غیر عادیه غذا خیلی سرد دستم رسید جوری انگار پیکشون ۸ هزار تومن هم دریافت کرده چند مسیر میره غذای رو هم همون بین دستتون برسونه کل پشیمونم چرا ۷۶ تومن بابت ساندویچ کالباس سرد پرداخت کردم,1.0
ممنون خیلی سریع امد سپاس گزارم ایام خرید حضوری خطرناک همراهی میکنید,0.0
پیتزا فوق العاده بیکیفیت وقتی هم اورد فوق العاده سرد,1.0
تمام خامهها شکسته شده روی نونها ریخته شده چون عجله داشتم تماس نگرفتم خیلی بد,1.0
awli bud vaqan merc,0.0
خیلی خوب تازه سریع هم اومد مرسی اسنپ فود,0.0
چی تازه سریع ممنون,0.0
کمی گرمتر برسد بهتر,0.0
موقع بابسته بندی مناسب دستم رسید,0.0
کیفیت کباب خوب کوتاهترین زمان سفارش رو تحویل دادن ممنونم مدیریت چاوکباب اسلامی,0.0
چیز عالی ممنونم بسته بندی عالی غذا گرم تازه خوشمزه حتی زمان مشخص شده زودتر رسید ممنونم,0.0
خوشمزه ولی حجمش نسبت قیمت ش کم,0.0
تازه کاملا موقع رسید تشکر,0.0
پنای پستو ولی پستو نداشت,0.0
مهمترین بهترین مزیت یه سوخاری چرب نبودنشه ماهک حسابی روغن غذا رو میگیره عالیه,0.0
من مشتری قدیمی برگرلند هستم کیفیت غذا همیشه خوب بوده البته قیمت هم بالا انتظار نمیره قیمتها داخل برگر تکههای بزرگ پلاستیک پیدا بشه کنار خیابان ساندویچ میخریدم داخلش پلاستیک باز هم قابل قبول نبود چه برسه اینهمه هزینه پیک بدم رستوران خوب غذا بگیرم,1.0
چیکن تریاکی چیکن ساده حتی ذره هم سس نداشت,1.0
غدا خوب ولی چیکن برگر باید کمی برشتهتر میبود کل خوب مخصوصا سس سیرش,0.0
کیفیت مثل همیشه خوب قیمتها رو خیلی افزایش دادید,0.0
سلام بعد کلی تاخیر مرغ سوخاری برامون آوردن انقدر بد مزه حتی ذره ازش خورده نشد بدترین مرغ سوخاری حالا دیده بودم بدمزه بد بو سرد واقعا متاسفم رستوران حیف پولی پرداخت,1.0
خورشت میبایست ۷۰ گرم گوشت طبق توضیحات میداشت چیزی بنده مشاهده کردم نهایتا ۱۵ گرم گوشت ۵ گرم دمبه قورمه سبزی جا نیافتاده اصلا کیفیت نداشت,1.0
خوشمزه ولی یه کم سرد اینکه زودتر زمان تحویل هم رسید,0.0
رفتار پیک خیلی خوب غذا هم گرم رسید طعم پیتزا هم خیلی خوب ولی حجم غذا خیلی کم بخصوص توجه قیمتش,0.0
غذا بدون سس سرو,1.0
چی عالی خوشمزه تمیز بسته بندی کاملا بهداشتی منظم یه دسر هم همراش فرستادن دمشون گرم واقعاااا راضیم,0.0
غذا داغ موقع رسید خوشمزه,0.0
تظر تازه نمیامد,0.0
نان بیات تحویل,1.0
سالاد سزار نسبت قیمت حجمش بسیار کم,1.0
جوجه ترش شدت سوخته سیاه بدمزه افتضاح,1.0
پیک بسیار محترم بودن عالی,0.0
سپاس تنوع کم,0.0
عالی پنیرش خیلی کش میاومد موقع کمتر از۱۵ دقیقه رسید,0.0
عالی فقط چون من نوشته بودم خامه نداشته باشه ۴ستاره دادم ممنون ماهان اسنپ عزیز,0.0
چی خوب فقط توی توضیحات زده بودم نوشابه زرد ولی بجاش مشکی اومد اصلا توضیحات توجه نمیشه,0.0
بدترین پیتزایی خوردم پیتزا گوشت قارچ عاری هرگونه گوشت خیلی بدمزه آبکی,1.0
کیفیت پایین کلیه سفارش داده شده اصلا راضی نبودم اب سیب کلا کف اب زرشک البالو مزه موندگی میداد بستنی اب شده,1.0
گرم خوشمزه بسیار موقع رسید ممنون باگت,0.0
ساعت زمان سفارش تحویل گرفتن فاصله,1.0
من خواسته بودم سینه بیارن جوری اورده بودن دوتا پره گوشت بیشتر بهش نبود همش استخوان خوب اگه پول بیشتری میخواستن میدادم مهم نبود فقط سیب زمینی خودمو سیر کردم,1.0
پیتزا خیلی سریع دست من رسید ولی متاسفانه پیتزا بسیار کهنه گویا مجدد گرم شده,1.0
سالاد فصل بسیار بسیار بی کیفیت طوری رنگ کاهوها تغییر کرده قدیمی مزهی عوض شده قابل خوردن نبود,1.0
پیک خیلی دیر اورد,0.0
پول بیشتر گرفتن چیپس اشتباه اوردن,1.0
خوشمزه خوش رنگ گرم اینکه فاصله زیاد کم چرب وتوی فود پارتی هم,0.0
عالی معرکه بهترین اکبرجوجه تهران انگاری خود اکبرجوجه شمال دوستان پیشنهامیشه سفارش بدن بازم سفارش میدم ممنون ازاکبرجوجه ستارخان,0.0
برخلاف دفعه قبل مرغ گرم کرده بودن اینبار عالی مرغا تازه ترد سیب زمینی هم مشخص تازه سرخ شده سوگود بهترین هاس ولی گاهی کیفیت هاش متغییر میشه ولی کل خوبه سفارش آخری هم عالی,0.0
غذا سرد پپرونی پنیر پیتزا خیلی مرغوب نبود انتظار بیشتری پیتزا هات دارم چون مشتری چند سالشون هستم,1.0
بسیار خوشمزه تو منطقه خوش طعمترین جوجه کبابی سفارش دادم,0.0
خواهشا مفهوم نوتلا رو اول درک کنین بعد اسم کیک بزارین کیک ساده همین,1.0
خیلی کهنه بوی خام تخم مرغ میداد,1.0
متاسفانه اینقدر پیتزا سریع رسید کاملا نپخته خام امکان خوردن نداشت,1.0
غذا دیر رسید بسیار سرد بد,1.0
پول ظرف رو بردارید لطفا,0.0
پیتزا سیر استیک طعم خوبی ولی دیپ دیش کمبو اصلا خوب نبود بوی سوختگی میداد چیکن کوردن بلو هم مزه خوبی حجمش هم مناسب,0.0
آقا عجب سالادهای باحالی دارید حتما سالاد هاشون رو امتحان کنید سس هاشون واقعا خوشمزه تک هستش,0.0
رستوران دچار افت کیفیت شده زمان ثبت سفارش ارسال هم بسیار طولانی,1.0
بار سفارشم خیییلی زود رسید عالی ممنونم فقط محتویات ساندویچ رو بریزید داخل نون بهتره,0.0
اولا من گفتم شیک موز شیک شکلات تلخ اورد دوما فاصله خونه ۳ دقیقه اس بستنی اب سوما گفتم خامه نزنید زدن چهارما بی کیفیت پنجما مونده,1.0
واقعا عالی بوددد تشکر,0.0
بد نبود ولی خوبم نبود,1.0
خوبه توی توضیحات سفارش قید کرده بودم ک گوجه فرنگی توی ساندویچ نگذارید نمیگفتم احتمالا ساندویچ گوجه تحویل میگرفتم,0.0
غذا سرد رسید چنتا تیکه استیکها سفت جوییده نمیشد یه تیکش هم خام استیکها قطرشون زیاده خوب پخته نمیشن مزه گوشتم نمیدادن اصلا بیشتر نون سیر خوردیم پیزا استیک,1.0
پیتزا وقتی دستم رسید سیب زمینی فراموش شده نیم ساعت بعد سیب زمینی اوردن پیتزا باز کردم دیدم پیتزا کاملا موادش نون جدا شده وقتی پیگیری گفتن موجود دیگه ندارن پیتزا نصف قیمت حساب میکنن اون پیتزای غیر قابل خوردن پسش میگیرن بعد نیم ساعت یه پیتزای جدید فرستادن پیتزا برسه سیب زمینی کاملا خمیر شده کلی جلوی مهمانم خجالت کشیدم کل برخورد خیلی بدی رستوران هیچ وجه رستوران خرید نمیکنم دوستان هم حتما اطلاع میدم,1.0
افتضاحح اینکه من نوشته بودم مهمونی میخوام تمام شیرینی هام خورده شده دسر هام اصلااااااا شبیه عکسش نبود یه چیز دیگه افتضاحترین شکل ممکن درست شده اصلا آدم نمیتونه نگاهشون کنه روی دسر یه مدل دیگه یه چیز دیگه آورده من واقعاااا متاسفم شیرینی فروشی امکانش باشه واقعا دلم میخواد پس بفرستم چون شیرینیهای خورد شده من چه جوری جلوی مهمون بزارم,1.0
خیلی بد مخصوصا نسبت ب قیمت,1.0
جای بستنی انبه پرتقالی گذاشتن اگه پرتقالی میخواستیم بلد بودیم پرتقالی سفارش بدیم,0.0
خیلی کم کوچک طعمش بد نبود معمولی ولی فکر نکنم دیگه سفارش بدم,1.0
کیفیت غذا شکل عجیبی پایین,1.0
بسیار بد ساعت چهل دقیقه طول کشید پیک بیاره اونم غذایی کاملا سرد شده بعد ساعت زنگ زدم کنسل کردم ولی چهل دقیقه بعد غذا آوردن واقعا ناامید کننده,1.0
عالی مثله همیشه عاال خداخیرتون بده,0.0
کیفیت غذا بینهایت پایین,1.0
عالی موقع رسید من مشتری فود بودم ازالانم مشتری سوپر هم میشم ممنون,0.0
رومحصول قیمت زده ۹۹۰۰ ولی قیمت ۱۱۲۰۰ میگیرن چرا,1.0
نان ساندویچ تازه نبود خورد,1.0
چیز کیکش بی نهایت مونده مزهی تلخی حدی اصلا نمیشد خورد,1.0
من پیشنهاد دوستم پیتزا پستو رو انتخاب کرده بودم راضی هم بودم,0.0
دیگه مثل سابق خوب راضی نبودم,0.0
پیک زحمت تحویل سفارش خودش نداد سفارش گذاشت تو اسانسور رفت,1.0
مزه مرغها عالی ولی یه کم طبخ مرغها راضی نبودم یه کم خام کل ممنونم,0.0
برخلاف سری قبل دفعه کهنه,1.0
الان چند بار غذا کاملا سرد میرسه دستمون صورتی مسیر خیلی خیلی کوتاهه وهوا بسیار گرم فقط نمیدونم چرا تحویل اینقدر تاخیر پیتزا عین لاستیک رسید دستمون,1.0
یکی اجناس رو ارسال نکردن هزینهش هم برنگشته,1.0
چرا قیمتها اینجا اپدیت نمیشن کلوچه ۱۰۰۰ تومن افزایش قیمت موقع تحویل عدد اوردن جای دوعددی سفارش داده بودم,1.0
توی توضیحات نوشته حدود ۱۰ عدد درصورتی ۷ بیشتر نیومد ازین ۷ سه تاش بدون خامه خشک وزنش هم کمی کمتر ۴۰۰ گرم درصورتی من پول نیم کیلورو پرداخت کردم,1.0
واقعا پیتزا خوشمزگی ۱ساعت طول کشید برسه کاملا سرد شده,1.0
کیفیت خوب خوش خوراک,0.0
سه تکه ران,1.0
خیلی خوشمزه ولی حجم ۳ نفر کافی ۴ نفر باشید کم ۶ ۸ نفر رویا اصلا نمیشه,0.0
هنوز سرد میرسه غذاها لطفا فکری بسته بندی بکنید,0.0
غذا موقع تحویل پیتزا صبحانه بد نبود ولی ساندویچهای صبحانه شدت خشک مونده بودن طعم خوبی هم نداشتند,1.0
سفارش من دو عدد فقط عدد ارسال,1.0
عالی خوشمزه خواهش کرده بودم چند سماق بذارن قبلا ۲تا سماق داخل بسته اینبار اونا هم نذاشته بودن کاش اندازهی کیفیتتون یکم نظر مشتری هم اهمیت میدادید,0.0
کوئین عالی ولی نون سیرشو دوست نداشتیم,0.0
شیرینیتر اصلا خوشمزه نبود حداقل وقتی مشتری اسنپی سفارش میده شیرینی تازه متنوع بفرستید,1.0
قبلا زیاد سرویس دهی خوب نبود ولی واقعا حال حاضر عالیه,0.0
اصلا جالب نبود کلی پنیر خیلی ناچیز موادی باید میداشت قشنگ طعم نون بربری اونم نوع کنجدی تصور کنید کلی پنیر پیتزا توش ریخته باشن اصلا ترد نبود هم خالی مواد خیلی خمیر بنده بسیار تعجب میکنم دوستان نظر مثبت ثبت کردن راجع پیتزا بدترین پیتزای حال خوردم,1.0
اینکه قبل سفارش شیرینى فروشى تماس گرفتم تازه بودن شیرینى پرسیدم بسیار مونده,1.0
چند باره سفارش میدم کاملا بیاته چرا رسیدگی نمیکنید,1.0
ران مرغشو خیلی دوست داشتم خیلی خوب ولی ساندویچ ویژه هیولا طعم برگر داخلش دوست نداشتم اصلا حتما دوباره ران مرغ سفارش میدم,0.0
